AAII_QTR_DATA,06/30/2022,12/31/2021,07/31/2021,01/31/2021,07/31/2020,01/31/2020,07/31/2019,01/31/2019,07/31/2018
Current_Assets,222.7,281.1,286.2,82.8,40.0,33.4,25.4,33.4,54.5
Current_Liabilities,16.0,26.4,14.1,37.1,50.3,55.6,62.5,62.8,57.5
Diluted_EPS,-0.086,-0.094,-0.998,-6.842,-13.417,-245.43,-783.378,-352.933,
Goodwill_Intangibles,13.6,0.0,8.6,39.2,26.4,28.3,32.4,37.9,17.3
Inventory,20.9,8.1,3.5,11.9,16.9,23.5,18.0,21.1,24.0
LT_Debt,0.0,0.0,0.1,12.6,39.9,37.4,19.7,0.0,0.0
Revenue,5.0,8.6,6.6,45.5,8.2,48.0,42.1,55.2,56.8
Shares_Diluted,261.2563,175.0903,48.882,7.2917,0.8615,0.1042,0.0367,0.0655,0.0138
Total_Assets,263.7,291.4,295.1,114.5,89.8,88.5,87.7,75.7,75.8
Total_Liabilities,25.0,27.6,14.2,50.6,91.5,94.8,83.7,65.2,59.6
