AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,0.1,0.1,0.1,0.1,0.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,1.6,1.7,1.4,0.8,0.3,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1
Diluted_EPS,-0.001,-0.004,-0.006,-0.041,-0.048,-0.051,-0.311,-0.002,0.011000000000000001,0.0,0.0,0.0,0.0,0.0
Goodwill_Intangibles,11.4,11.7,12.0,12.3,21.4,,,,,,,,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,144.3628,144.3628,144.3628,141.123,64.2486,,66.0978,12.18,12.18,12.18,12.18,12.18,12.18,12.18
Total_Assets,11.5,11.8,12.0,12.3,21.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,1.6,1.7,1.4,0.8,0.3,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1
