AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,8.3,20.2,2.3,1.8,1.8,3.3,2.3,3.9,2.3,2.3,2.9,6.2,8.0,8.8,3.6,1.6,1.3,1.0
Current_Liabilities,15.1,26.3,25.1,24.3,17.7,17.0,14.9,14.5,5.3,3.3,9.2,11.8,12.0,2.0,5.4,8.6,7.6,5.9
Diluted_EPS,-0.051,-0.138,-0.074,-0.082,-0.07,-0.022,-0.067,-0.283,-0.067,-0.322,0.039,-0.023,0.051,-0.6679999999999999,-0.351,-0.05,-0.1969999999999999,-0.099
Goodwill_Intangibles,6.2,6.5,32.5,36.2,37.1,38.1,38.9,39.5,25.2,25.2,25.3,25.3,25.4,25.3,1.2,0.9,1.0,1.0
Inventory,0.6,0.6,0.8,0.9,1.0,0.8,0.8,0.4,0.2,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.1
LT_Debt,0.0,0.0,0.0,0.0,3.1,4.3,6.6,7.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,1.8,1.1,1.1,1.6,1.4,2.1,1.4,1.2,0.2,0.2,0.2,0.3,0.0,0.0,0.0,0.2,0.1,0.1
Shares_Diluted,70.6867,69.8685,69.6155,52.8463,62.1748,59.8429,47.6868,58.2905,41.3443,41.7166,53.0856,38.4189,43.3683,33.9307,28.5958,26.0939,24.4039,24.2178
Total_Assets,15.0,29.3,37.3,40.6,41.9,44.4,44.2,46.4,30.1,30.2,30.4,32.5,34.0,35.3,5.3,3.4,3.0,3.0
Total_Liabilities,15.1,26.4,25.2,24.5,23.3,23.2,24.3,25.1,5.4,3.4,14.1,19.0,20.7,25.3,5.5,8.6,8.2,6.5
