AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,649.9,568.4,583.1,654.0,611.6,451.7,535.1,509.2,471.5,436.4,425.9,472.2,675.6,456.0,447.9,458.0,457.9,423.5,423.8
Current_Liabilities,461.2,512.4,458.6,531.3,458.4,423.3,441.8,423.8,333.7,378.3,298.1,333.3,309.4,365.9,310.1,324.7,311.1,321.3,281.8
Diluted_EPS,1.441,-0.228,0.526,0.595,1.098,-0.185,0.408,0.16,0.922,-0.002,0.363,0.39,0.659,-0.021,0.319,0.299,0.67,-0.018,0.239
Goodwill_Intangibles,1005.9,951.7,957.2,946.5,951.9,840.8,843.2,807.9,756.7,756.8,695.6,661.2,666.1,654.7,658.4,632.4,635.9,637.0,636.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,403.7,265.7,271.1,266.0,298.9,155.3,190.2,163.3,162.0,108.0,109.1,119.0,381.9,104.3,158.7,157.7,180.6,134.0,167.0
Revenue,454.6,295.0,363.3,362.0,391.7,242.8,282.7,278.6,300.7,211.1,238.4,236.9,277.5,203.1,239.8,235.5,270.0,199.0,224.2
Shares_Diluted,50.762,50.527,52.238,52.531,52.955,51.893,53.226,53.769,54.436,54.036,55.36,55.11600000000001,55.945,54.547,55.816,55.495,55.915,54.777,56.74
Total_Assets,2038.2,1879.1,1899.6,1972.6,1942.4,1627.9,1712.8,1656.6,1551.8,1513.8,1425.1,1427.6,1616.6,1400.8,1397.1,1376.9,1377.3,1183.0,1189.9
Total_Liabilities,1266.3,1165.7,1125.5,1208.1,1182.6,923.4,992.1,944.3,824.1,811.1,707.1,732.4,946.3,741.5,740.8,742.9,753.8,589.4,587.9
