AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,217.6,221.9,298.1,312.8,378.7,285.7,278.2,387.2,509.8,318.1,350.8,,,,
Current_Liabilities,142.0,150.3,277.4,223.1,216.8,203.4,392.9,1134.4,1643.0,2691.8,3188.9,,,,
Diluted_EPS,-0.966,-0.266,-0.68,-0.321,0.084,0.137,0.509,-0.527,1.066,1.395,1.759,1.217,-0.076,0.116,-0.326
Goodwill_Intangibles,,0.0,0.0,10.8,10.8,10.8,10.8,10.8,10.8,10.8,11.1,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1302.4,1438.6,1811.9,2755.9,3667.1,5945.2,7374.2,6224.1,5735.9,3459.4,2466.6,0.0,0.0,0.0,0.0
Revenue,72.2,81.9,80.8,128.8,174.1,250.7,316.6,235.4,442.1,531.5,594.0,431.6,175.1,134.7,296.1
Shares_Diluted,138.422,138.398,138.393,138.459,140.579,140.884,140.0,139.0,139.7,132.2197,150.1803,,,,
Total_Assets,2113.2,2438.2,3082.3,4074.4,5199.0,7258.3,8978.1,8369.7,8670.4,7378.6,6587.9,,,,
Total_Liabilities,1642.6,1834.7,2443.1,3342.0,4415.7,6481.7,8216.9,7660.3,7888.1,6451.1,5845.2,,,,
