AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,4092.5,4322.4,4625.0,5100.1,4935.3,5143.4,5154.6,4760.0
Current_Liabilities,2990.5,3257.9,3566.0,4000.8,4260.0,4356.8,4319.4,4130.3
Diluted_EPS,-0.775,-1.752,-1.964,-0.349,-0.308,0.051,-0.888,-0.057
Goodwill_Intangibles,158.6,162.2,187.5,211.1,236.1,261.3,230.6,176.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,234.6,330.6,517.6,794.1,786.3,896.6,1382.5,1555.4
Revenue,295.1,262.2,405.1,383.2,421.1,412.5,470.5,411.0
Shares_Diluted,71.7965,71.6334,70.8245,71.2769,71.1295,95.55,70.8142,70.8979
Total_Assets,6143.9,6582.0,7296.7,8160.9,8404.7,8718.0,9011.2,9132.5
Total_Liabilities,3511.5,3875.1,5790.9,5095.3,5347.6,5676.0,7332.4,6109.9
