AAII_QTR_DATA,03/31/2023,12/31/2022,12/31/2021,12/31/2020
Current_Assets,23472.1,23860.8,,
Current_Liabilities,22831.4,24144.0,,
Diluted_EPS,0.805,1.157,1.282,1.105
Goodwill_Intangibles,15111.8,15178.6,,
Inventory,1054.2,998.2,,
LT_Debt,18770.8,19015.2,0.0,0.0
Revenue,22524.5,25602.0,25173.4,20487.2
Shares_Diluted,1219.247,1227.702,,
Total_Assets,72525.7,73521.8,,
Total_Liabilities,46984.0,48501.2,,
