AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,122.7,78.5,82.4,96.1,96.6,106.8,111.5,127.1,71.9
Current_Liabilities,42.8,38.3,35.4,32.8,33.4,37.3,34.2,37.6,38.9
Diluted_EPS,-0.083,-0.184,-0.227,-0.182,-0.186,-0.199,-0.436,-0.356,-0.376
Goodwill_Intangibles,151.7,154.4,157.6,153.2,156.7,159.8,162.9,161.5,169.0
Inventory,19.6,18.9,16.3,13.9,15.0,14.3,13.8,13.0,15.4
LT_Debt,54.1,54.0,53.9,53.8,49.9,49.8,49.8,172.1,169.3
Revenue,39.9,26.1,27.6,32.4,26.5,28.2,30.1,32.3,29.0
Shares_Diluted,72.486,70.916,70.458,69.74,69.469,69.158,58.411,41.509,39.235
Total_Assets,323.0,282.3,290.2,264.8,269.4,283.8,291.4,303.6,252.3
Total_Liabilities,171.0,149.6,148.7,111.2,106.8,111.2,109.2,231.5,229.9
