AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,23.4,21.8,24.5,34.2,44.1,51.1,82.7,47.6,43.9,48.5
Current_Liabilities,5.4,6.0,5.9,7.1,6.9,7.7,1.8,1.7,0.9,1.1
Diluted_EPS,0.052,-0.046,-0.215,-0.275,-0.111,-0.941,-0.071,-0.123,-0.145,5.6229999999999976
Goodwill_Intangibles,10.0,10.5,9.8,9.9,10.0,10.1,,,,
Inventory,0.5,0.5,0.3,0.5,0.5,0.7,,,,
LT_Debt,0.7,0.8,1.0,1.1,0.1,0.2,2.2,0.7,0.0,0.0
Revenue,2.9,2.8,1.6,3.0,2.2,4.5,,0.0,,
Shares_Diluted,38.7126,38.7346,38.8376,38.9417,38.9942,37.7662,39.3729,23.3825,23.3825,1.2246
Total_Assets,35.4,34.6,36.7,46.6,55.1,62.4,82.7,83.8,80.1,55.3
Total_Liabilities,7.0,7.8,7.5,9.0,8.4,9.3,4.0,2.4,0.9,1.1
