AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,227.0,225.3,299.7,348.6,351.1,348.9,,,,,1.8,1.9,2.2,
Current_Liabilities,97.4,90.2,88.8,65.5,66.1,59.8,,,,,0.4,0.2,0.4,
Diluted_EPS,-0.093,-0.178,-0.1,-0.071,-0.068,-0.158,-0.013,-0.027,-0.019,-0.045,-0.005,-0.004,0.0,0.0
Goodwill_Intangibles,168.3,177.2,112.5,45.0,45.4,45.9,,,,,,,,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.2,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,49.3,45.6,42.9,41.4,40.2,41.9,38.7,38.3,34.6,34.1,,,,0.0
Shares_Diluted,163.596,162.974,164.7833,158.316,157.197,144.207,,,,,31.4376,31.2547,31.4688,
Total_Assets,439.9,447.3,470.6,423.0,426.2,422.2,,,,,253.6,252.9,252.3,
Total_Liabilities,167.1,161.6,161.0,102.6,101.8,94.7,,,,,8.3,8.2,8.4,
