AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,591.9,589.3,624.4,588.9,536.1,496.5,484.2,425.2,365.8,358.9,371.5,326.3,323.8,289.7,296.5,285.0,262.9,265.8,262.7
Current_Liabilities,373.0,376.9,401.9,366.8,347.3,298.8,311.6,289.5,251.6,249.0,242.4,222.8,210.8,185.9,193.5,186.3,162.6,161.2,164.4
Diluted_EPS,1.057,1.291,0.793,0.452,-0.261,0.69,1.06,0.915,0.609,0.574,0.692,0.584,0.295,0.402,0.467,0.515,0.257,0.324,0.22
Goodwill_Intangibles,156.0,159.1,164.3,167.7,171.1,174.5,178.0,181.3,148.7,149.3,93.1,102.7,104.4,76.4,77.2,78.2,79.1,80.2,81.3
Inventory,106.3,99.6,96.3,92.8,85.9,73.8,68.6,71.6,38.9,33.3,24.9,25.3,22.3,19.9,21.5,24.4,23.7,23.9,21.0
LT_Debt,27.3,50.8,88.8,101.0,73.9,71.3,42.6,32.9,1.8,16.0,1.4,1.0,29.6,0.3,0.3,9.9,19.7,29.6,29.6
Revenue,568.9,574.9,617.4,567.3,501.6,480.5,483.8,405.9,332.0,314.8,330.4,293.1,291.3,276.0,293.6,282.6,256.9,243.8,240.3
Shares_Diluted,20.3878,20.449,20.4783,20.9394,20.7724,20.9589,21.1463,21.0878,21.0711,21.0614,21.1168,20.9967,21.1223,21.1483,21.1145,21.3012,21.3797,21.2611,21.2056
Total_Assets,889.1,896.8,934.7,884.4,831.2,785.2,766.6,715.9,615.7,609.4,560.5,525.3,526.3,469.9,445.3,438.4,417.3,423.1,422.0
Total_Liabilities,491.3,518.8,573.4,530.9,480.2,428.8,420.7,387.7,307.1,313.9,277.2,254.6,268.5,215.1,199.0,201.4,189.1,197.9,201.6
