AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,03/31/2021,12/31/2020
Current_Assets,180.5,190.2,168.3,209.3,163.4,156.2
Current_Liabilities,129.2,110.5,104.5,112.8,76.0,104.7
Diluted_EPS,0.347,0.782,0.356,0.425,0.304,0.412
Goodwill_Intangibles,57.0,15.4,3.3,3.4,3.7,4.2
Inventory,1.5,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,146.8,150.4,124.9,71.2,65.6,123.2
Shares_Diluted,28.0,29.9795,28.0,20.6943,28.8,28.8
Total_Assets,317.3,252.8,218.2,216.9,170.6,164.7
Total_Liabilities,169.7,115.5,105.6,114.7,78.2,107.4
