AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,515.0,442.0,360.0,310.0,180.0,441.0,,,,
Current_Liabilities,180.0,188.0,177.0,195.0,107.0,3112.0,,,,
Diluted_EPS,0.937,0.835,0.898,0.764,0.703,0.805,0.712,1.043,0.733,0.733
Goodwill_Intangibles,2527.0,2541.0,2555.0,2570.0,2584.0,2598.0,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3057.0,3033.0,3036.0,3037.0,3037.0,0.0,0.0,0.0,0.0,0.0
Revenue,227.0,215.0,223.0,212.0,208.0,197.0,208.0,203.0,174.0,169.0
Shares_Diluted,97.1,97.0,96.9,96.9,96.7325,96.8637,,,,
Total_Assets,8290.0,8211.0,8166.0,8127.0,7990.0,8264.0,,,,
Total_Liabilities,4367.0,4321.0,4294.0,4288.0,4160.0,4111.0,,,,
