AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,134.0,138.2,134.2,151.0,142.9,133.4,147.2,161.2,141.0,132.6,135.9,129.0,122.8,118.3,117.2,126.4,128.5,119.1
Current_Liabilities,31.1,30.6,23.9,33.2,26.3,16.3,31.9,44.9,26.9,21.2,29.2,24.3,20.7,18.6,20.3,18.6,23.1,17.0
Diluted_EPS,-0.001,0.127,0.137,0.298,0.209,0.309,0.219,0.338,0.379,0.417,0.3879999999999999,0.35,0.342,0.3339999999999999,0.264,0.3229999999999999,0.38,0.524
Goodwill_Intangibles,5.9,5.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Inventory,22.4,34.0,22.6,32.5,27.6,19.7,29.2,34.4,28.2,21.5,43.1,17.9,24.2,19.1,30.2,21.4,32.2,28.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,58.9,65.4,70.2,66.0,60.7,67.4,79.3,71.7,65.9,75.4,96.2,74.3,59.9,69.9,80.0,64.6,60.1,71.4
Shares_Diluted,20.301,20.344,20.291,20.337,20.329,20.568,20.2,20.176,20.104,20.154,20.042,20.007,19.994,19.973,20.245,20.503,20.493,20.52
Total_Assets,165.1,169.3,164.7,176.3,168.4,159.4,173.3,187.5,167.4,158.9,162.8,155.3,149.5,145.5,144.8,154.4,156.9,148.1
Total_Liabilities,31.5,31.1,24.5,34.1,27.5,17.9,33.0,46.2,28.2,22.5,29.9,25.3,21.8,19.9,21.2,19.7,24.1,18.2
