AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,1527.7,1330.3,,,,,,
Current_Liabilities,1889.6,1933.9,,,,,,
Diluted_EPS,0.69,0.346,0.766,0.536,0.473,2.408,2.163,0.864
Goodwill_Intangibles,5567.4,5550.3,,,,,,
Inventory,355.9,366.4,,,,,,
LT_Debt,3764.4,3691.5,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,514.4,534.4,698.9,280.0,386.9,2021.1,1127.4,378.3
Shares_Diluted,251.8874,251.8874,,,,,,
Total_Assets,11346.4,11119.9,,,,,,
Total_Liabilities,6655.1,6592.9,,,,,,
