AAII_QTR_DATA,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016
Current_Assets,1018.9,1011.2,990.4,958.8,1028.8,913.7,826.8,828.8
Current_Liabilities,1065.7,976.9,891.6,968.7,850.7,779.0,624.0,703.5
Diluted_EPS,-0.654,-0.015,0.811,0.138,0.696,0.539,0.542,0.507
Goodwill_Intangibles,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4
Inventory,38.2,40.9,46.2,44.7,52.5,49.9,50.0,50.2
LT_Debt,168.6,168.6,168.7,0.0,0.0,0.0,0.0,0.0
Revenue,1124.7,1657.8,1536.5,1553.6,1437.1,1496.1,1268.8,1387.9
Shares_Diluted,141.6707,141.6707,141.6707,141.6707,141.6707,141.6707,141.6707,141.6707
Total_Assets,5498.3,5564.6,5481.4,5339.7,5204.3,5127.4,4868.8,4957.8
Total_Liabilities,1254.4,1164.0,1078.8,987.9,872.1,800.8,646.2,726.4
