AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,133.8,211.5,230.2,175.7,210.7,244.6,189.9,227.8,273.5
Current_Liabilities,35.0,44.2,44.7,41.5,50.2,47.2,47.5,39.2,40.5
Diluted_EPS,-1.477,-0.69,-0.868,-0.616,-0.919,-0.772,-1.254,-0.77,-0.22
Goodwill_Intangibles,0.3,0.3,7.2,7.3,7.4,7.8,7.7,10.1,5.7
Inventory,0.1,0.5,15.8,15.6,14.2,12.7,8.7,10.1,9.8
LT_Debt,63.1,103.9,103.3,16.9,17.2,15.3,15.5,16.0,17.2
Revenue,3.8,2.0,7.2,14.2,4.9,0.8,8.5,7.6,31.1
Shares_Diluted,44.2399,43.2159,43.1895,43.151,43.2038,41.9493,40.5666,39.6867,37.1568
Total_Assets,168.0,245.7,276.5,222.1,257.3,290.2,235.6,275.4,319.4
Total_Liabilities,100.5,150.8,152.4,63.5,71.9,67.8,71.2,62.7,66.3
