AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,41.0,50.2,25.5,17.7,12.6,13.9,26.7,21.9,18.5
Current_Liabilities,16.6,14.6,15.3,12.2,17.3,18.8,28.1,26.2,24.9
Diluted_EPS,-0.18,-0.211,-0.392,-0.375,-0.093,-0.145,-0.181,-1.199,-0.71
Goodwill_Intangibles,16.3,16.7,17.1,16.8,43.0,44.0,46.6,18.2,48.9
Inventory,0.0,0.0,0.0,0.0,0.4,0.6,1.0,0.3,1.1
LT_Debt,0.0,0.0,0.0,0.0,14.3,14.3,14.3,14.3,14.4
Revenue,1.1,1.3,2.8,6.8,2.2,1.4,2.6,7.0,4.1
Shares_Diluted,74.9,62.8069,53.9348,42.878,43.2445,42.801,41.2842,34.7736,34.6486
Total_Assets,59.2,69.2,44.1,36.1,57.2,59.6,74.9,70.3,67.6
Total_Liabilities,20.6,18.6,18.5,15.1,39.0,41.9,51.7,49.3,48.1
