AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,7.5,16.9,13.0,9.5,13.3,23.1,25.5,29.1,29.5,35.0,33.6,21.8,21.1,13.5
Current_Liabilities,17.7,18.7,16.8,27.5,23.0,24.6,25.2,24.7,20.7,20.1,26.6,28.6,28.1,24.5
Diluted_EPS,-2.074,-1.648,-4.618,-3.383,-3.262,-1.583,-5.123,-1.323,0.197,0.096,0.313,0.118,0.184,0.103
Goodwill_Intangibles,4.9,4.9,5.2,6.4,6.4,6.0,6.1,6.7,6.8,7.1,7.4,7.2,7.1,5.8
Inventory,0.3,0.8,0.5,1.0,0.7,2.7,0.9,3.6,4.6,3.1,1.6,1.8,1.3,1.7
LT_Debt,1.2,0.0,0.0,4.3,6.3,6.2,7.3,8.3,8.1,8.8,3.0,4.2,6.2,7.2
Revenue,3.6,2.9,1.3,2.3,5.2,3.1,11.0,14.1,29.3,19.1,35.6,15.0,32.4,13.5
Shares_Diluted,4.3169,3.4433,2.7568,2.4754,2.4628,2.3622,2.3016,2.276,22.76,22.76,19.1301,22.34,22.34,22.34
Total_Assets,24.1,33.9,31.0,54.0,58.0,65.6,70.8,83.3,82.0,81.6,81.1,64.8,62.7,52.9
Total_Liabilities,19.8,20.4,17.4,32.1,30.7,32.6,34.7,35.1,31.1,31.1,31.8,38.2,39.4,34.7
