AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
Current_Assets,0.0,0.0,0.0,0.0,1.3,1.4,1.4,1.9,1.8,1.9
Current_Liabilities,0.7,0.7,0.0,0.0,2.1,2.0,1.9,1.8,1.8,1.6
Diluted_EPS,0.0,0.0,0.0,0.0,-0.011,-0.009,-0.01,0.001,-0.01,-0.011000000000000001
Goodwill_Intangibles,,,,,0.4,0.4,0.4,0.4,0.4,0.4
Inventory,,,,,0.1,0.3,0.3,0.8,0.6,0.6
LT_Debt,0.0,0.0,0.0,0.0,13.9,13.8,13.7,14.5,14.3,14.3
Revenue,,0.0,0.0,0.0,0.1,0.0,0.4,0.2,0.0,0.0
Shares_Diluted,600.55,600.55,600.55,600.55,22.6,22.6,22.6,22.6,22.6,22.6
Total_Assets,0.1,0.1,0.0,0.0,4.8,4.9,4.9,5.6,5.5,5.6
Total_Liabilities,0.7,0.7,0.0,0.0,15.9,15.8,15.6,16.3,16.1,15.9
