AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,19.5,23.6,30.3,37.6,65.6,12.8,7.8,9.0,10.8,15.6,18.2,22.3,12.6,9.2,8.7,2.7
Current_Liabilities,9.2,8.2,7.3,10.3,60.5,6.9,5.0,5.1,5.6,7.2,4.0,3.9,12.2,11.8,8.4,8.8
Diluted_EPS,-0.496,-0.443,-1.984,-1.475,-0.474,-1.241,-0.512,-0.606,-1.626,-2.043,-1.908,-1.834,-150.244,-65.165,,
Goodwill_Intangibles,19.9,20.4,20.8,49.5,50.5,,,,,,,,29.5,36.5,36.9,44.1
Inventory,4.2,4.0,3.0,3.2,2.9,,0.0,0.0,0.0,1.4,1.9,2.0,1.3,1.0,1.0,1.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.0,4.5,4.5,4.4,0.0
Revenue,2.9,2.4,3.1,3.7,3.5,3.2,0.1,0.0,0.7,0.8,0.8,0.3,4.5,3.1,0.6,0.0
Shares_Diluted,19.311,18.5396,17.874,11.9974,8.2261,3.928,2.5903,2.5762,2.5762,2.575,2.5751,2.0204,0.106,0.0687,0.0093,0.0022
Total_Assets,41.9,47.3,54.3,90.7,120.0,17.3,10.6,12.0,13.9,19.2,20.4,24.7,43.7,47.4,46.3,47.1
Total_Liabilities,9.6,8.6,8.2,11.5,61.9,7.2,6.0,6.0,6.7,8.2,4.5,4.6,30.3,18.9,14.6,11.0
