AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,03/31/2019
Current_Assets,101.8,117.9,93.9,116.1,104.4,126.3,155.8,102.1,116.1,151.4,175.7,46.4,63.1,,
Current_Liabilities,17.1,19.9,18.3,22.7,17.3,18.5,18.2,17.9,18.5,21.9,16.1,31.3,24.7,,
Diluted_EPS,-0.567,0.531,-0.72,0.202,-1.423,-1.119,-0.936,-1.02,-1.041,-1.049,-1.946,-0.941,-0.735,-3.939,-0.596
Goodwill_Intangibles,1.5,1.6,1.6,1.7,4.9,17.0,17.2,17.4,17.5,17.7,15.8,15.9,16.0,,
Inventory,14.9,13.3,14.6,15.3,17.6,16.4,15.0,14.7,13.8,13.0,10.9,12.3,10.5,,
LT_Debt,34.5,34.4,34.3,34.6,41.1,40.9,40.8,42.1,42.3,42.9,42.4,42.6,42.2,0.0,0.0
Revenue,4.2,5.0,3.6,4.1,3.7,4.4,4.6,4.7,3.6,2.6,3.2,1.1,1.6,2.8,0.8
Shares_Diluted,28.7644,28.4714,28.3595,28.3494,28.1181,27.9461,30.4605,28.1523,28.0317,28.0176,16.0805,24.6367,24.6367,,
Total_Assets,116.0,133.4,114.6,138.3,131.6,169.8,197.4,140.6,161.9,192.5,212.5,72.0,87.1,,
Total_Liabilities,55.5,58.4,56.8,61.7,62.9,64.1,63.7,64.7,61.7,66.0,59.9,75.4,68.8,,
