AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1012.9,1240.2,1017.1,884.8,950.7,1062.4,1326.4,1350.1,1365.8,1376.7,1678.6
Current_Liabilities,746.6,791.7,752.5,731.7,773.3,888.9,1170.9,1260.8,1123.1,1103.1,1069.8
Diluted_EPS,1.606,3.037,0.876,-3.851,-6.654,0.381,-0.302,-0.717,0.103,-0.035,-0.057
Goodwill_Intangibles,3287.5,3305.9,3336.3,3366.8,3395.9,3723.9,3765.0,3799.0,3859.5,3891.3,3902.4
Inventory,28.9,33.8,32.9,34.2,40.7,49.5,66.1,62.7,70.5,59.6,50.3
LT_Debt,2740.2,2985.2,2983.5,2985.0,2894.2,2908.4,2942.6,2873.5,2995.1,3038.7,3464.3
Revenue,664.5,901.5,693.5,611.2,701.7,810.5,725.2,807.4,750.1,878.4,774.4
Shares_Diluted,46.7,46.3,46.0,45.7,45.7,47.3,45.7,45.3,45.6,45.3,45.25
Total_Assets,5519.2,5766.3,5601.8,5510.1,5664.7,6233.2,6595.3,6136.9,6114.3,6119.9,6417.1
Total_Liabilities,4825.3,5156.4,5153.3,5121.9,5072.6,5302.9,5666.7,5162.3,5076.3,5064.2,5338.1
