AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.6,0.4,0.7,0.7,0.8,1.1,1.3,0.9,0.6,0.4,0.5,0.5,1.2,0.3,0.1,0.0,0.0
Current_Liabilities,7.9,7.3,8.1,7.7,4.8,4.5,6.9,4.4,13.6,6.5,6.9,5.1,3.8,4.9,20.1,5.3,12.6
Diluted_EPS,-0.001,-0.002,-0.001,-0.003,-0.002,-0.003,-0.003,0.012,-0.015,0.001,-0.006,-0.033,-0.008,-0.001,-0.001,0.236,-0.186
Goodwill_Intangibles,0.3,0.3,0.3,0.3,0.3,,,,,,,0.0,7.5,,,,
Inventory,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.4,,,,
LT_Debt,0.9,0.9,0.9,0.9,2.5,2.2,2.1,3.3,2.1,1.9,2.1,1.9,3.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.2,0.1,0.4,1.1,1.3,0.9,0.4,0.5,0.0,0.0,0.3,0.0,0.0
Shares_Diluted,573.5802,559.5142,560.9104,515.339,550.2775,518.8642,508.3575,505.4089,499.1826,494.9225,494.5408,140.0427,361.7027,372.2419,377.6392,30.0536,41.0772
Total_Assets,2.7,2.4,2.8,2.8,3.0,3.2,3.3,3.0,2.7,2.5,2.6,2.7,10.9,1.4,0.1,0.0,0.0
Total_Liabilities,8.8,8.2,9.0,8.6,7.2,6.7,9.1,7.7,15.8,8.4,9.2,7.2,7.0,5.0,20.1,5.3,12.6
