AAII_QTR_DATA,09/30/2022,03/31/2022,09/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,72.1,75.5,81.2,72.2,63.1,67.8,63.6,61.0,55.3,56.5,50.2,56.2,50.9,54.3
Current_Liabilities,71.4,74.4,75.9,64.9,55.9,58.5,52.2,57.4,45.7,53.2,48.7,55.2,52.9,49.2
Diluted_EPS,-0.131,-0.842,-0.076,-0.04,-1.816,-0.472,-0.081,-1.088,0.194,-0.446,-0.066,0.124,-0.0579999999999999,-0.055
Goodwill_Intangibles,3.1,3.5,3.5,4.3,4.6,4.5,4.3,4.4,4.7,4.7,5.0,3.6,3.6,3.6
Inventory,17.2,16.0,17.4,17.0,14.9,13.2,11.1,12.2,11.0,12.2,10.8,14.0,10.5,13.8
LT_Debt,0.0,0.0,0.6,1.9,2.6,3.1,3.6,4.1,4.8,0.4,0.0,0.0,0.0,0.0
Revenue,72.7,85.9,78.5,35.7,35.5,30.8,31.1,30.3,33.4,28.4,25.3,26.5,30.9,27.4
Shares_Diluted,4.534,3.4793,3.4793,3.4777,3.4448,3.1634,2.8689,2.7445,2.7446,2.7446,32.4533,28.9368,28.9368,28.9368
Total_Assets,101.8,106.4,116.9,106.3,102.6,105.5,100.6,99.5,85.8,87.1,80.2,72.7,67.0,64.7
Total_Liabilities,78.5,82.3,91.2,80.6,74.4,76.1,70.8,78.9,61.7,64.0,55.3,54.6,52.9,48.8
