AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1.8,1.6,1.8,2.2,2.2,2.5,2.2,2.0,2.2,2.6,3.1,2.3,2.2,3.6,4.0,3.2,3.9,3.4
Current_Liabilities,66.1,91.9,91.1,34.1,89.3,88.1,86.9,29.5,74.2,73.2,71.9,26.8,25.6,24.4,22.1,19.6,17.4,15.0
Diluted_EPS,,-0.011,-0.018,-0.017,-0.019,-0.014,-0.022,-0.018,-0.017,-0.024,-0.022,-0.021,-0.032,-0.023,-0.024,-0.022,-0.025,-0.023
Goodwill_Intangibles,0.8,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7
Inventory,0.3,0.4,0.5,0.3,0.3,0.4,0.4,0.4,0.4,0.4,,,,,,,,0.0
LT_Debt,14.2,28.7,30.1,85.2,28.0,27.0,26.0,80.8,34.0,33.2,31.9,73.3,71.4,69.8,69.4,69.4,68.6,69.5
Revenue,1.9,2.0,1.7,2.3,1.7,2.2,1.5,2.4,1.5,1.6,1.7,1.7,1.7,1.6,1.5,1.5,1.5,1.5
Shares_Diluted,149.3807,139.3807,139.3807,139.3807,139.3807,139.3807,139.3807,139.3807,139.3807,139.3807,139.3807,139.3807,139.3807,139.3807,139.3807,139.3807,139.3807,139.3807
Total_Assets,3.9,4.0,4.4,5.0,5.1,5.5,5.2,5.1,5.5,6.1,6.7,6.0,5.3,6.9,7.4,8.2,8.2,10.2
Total_Liabilities,80.6,121.0,121.6,119.8,117.8,115.6,113.4,110.8,108.8,107.1,104.4,100.7,97.0,94.2,91.6,89.0,86.0,84.6
