AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,49.2,50.3,50.4,52.6,52.3,52.7,51.0,49.0,49.4,53.4,52.5,49.5,50.3
Current_Liabilities,12.4,10.9,12.2,13.9,13.7,14.9,12.9,11.5,10.7,13.9,12.2,10.1,8.4
Diluted_EPS,-0.071,0.075,0.01,-0.002,0.062,0.085,-0.044,-0.109,-0.196,-0.192,-0.092,-0.192,-0.098
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Inventory,40.1,37.8,38.1,43.7,43.7,38.9,36.8,34.8,30.9,29.2,24.0,23.8,26.2
LT_Debt,0.0,0.3,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.0,0.0,0.0,0.0
Revenue,18.4,20.5,23.4,19.3,18.6,21.4,21.8,16.0,9.1,17.1,20.5,16.3,17.2
Shares_Diluted,8.2791,8.5802,8.7277,8.6639,8.6701,8.8118,9.1351,9.043,9.043,9.0292,9.0203,8.9322,8.9336
Total_Assets,71.1,72.7,73.1,75.8,75.9,76.7,75.7,75.1,75.6,79.4,80.1,80.4,81.2
Total_Liabilities,21.0,20.1,21.6,23.5,23.7,25.3,23.5,22.7,22.5,24.8,23.7,23.5,22.6
