AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,6114.7,5830.1,4928.0,5161.4,5482.4,5636.8,5911.3,6028.2,6156.4,,,,,,,,0.0
Current_Liabilities,5174.1,5062.5,4029.3,4263.3,4494.7,4744.3,4576.9,4535.8,3917.2,,,,,,,,0.0
Diluted_EPS,0.051,0.058,0.051,-0.043,-0.119,-0.231,-0.185,-0.298,-0.17,-0.048,-0.101,-0.093,-0.0819999999999999,,,,0.0
Goodwill_Intangibles,,,10.1,9.7,9.5,9.7,3.9,4.1,4.1,,,,,,,,0.0
Inventory,1667.2,1656.9,1406.4,1451.4,1378.4,1421.5,1212.2,1230.4,1307.0,,,,,,,,0.0
LT_Debt,522.8,537.9,561.1,595.6,611.1,283.2,169.3,4.1,273.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,5800.5,5326.8,5101.3,5037.8,5116.7,5076.7,4644.7,4478.1,4206.9,3803.5,3136.5,2614.1,2413.3,1903.7,1612.1,1409.0,1348.5
Shares_Diluted,1794.453,1770.997,1790.941,1763.264,1756.739,1755.846,1747.255,1743.109,1732.56,,,,,,,,
Total_Assets,9710.3,9512.9,8126.7,8425.2,8693.2,8641.8,8587.3,8574.5,8596.6,,,,,,,,0.0
Total_Liabilities,7150.3,7099.0,5954.7,6357.1,6655.9,6465.9,6019.2,5771.9,5321.4,,,,,,,,0.0
