AAII_QTR_DATA,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017
Current_Assets,163.2,153.1,134.2,131.2,126.8,152.5,149.2,139.8,143.9,128.1,123.8,117.1,113.0,105.6,91.8,91.4,83.7
Current_Liabilities,114.5,122.1,107.7,107.0,92.8,101.5,98.3,82.4,79.7,75.7,70.4,59.5,56.6,50.3,42.5,39.0,40.0
Diluted_EPS,0.609,0.591,0.528,0.524,0.49,0.488,0.516,0.512,0.55,0.435,0.471,0.452,0.409,0.467,0.36200000000000004,0.485,0.277
Goodwill_Intangibles,89.2,82.1,84.1,85.7,86.2,86.3,88.4,88.4,82.4,83.7,85.0,84.4,86.2,87.7,88.3,88.6,89.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,81.0,82.0,77.1,76.7,75.5,72.8,72.5,70.6,72.7,72.1,70.3,63.8,67.6,67.1,64.9,62.6,61.0
Shares_Diluted,27.4576,27.4591,27.4831,27.5121,27.5778,27.6123,27.6544,27.6542,27.660999999999998,27.6858,27.7087,27.7362,27.8077,27.8606,27.868000000000002,27.8977,27.9159
Total_Assets,434.9,421.2,399.2,393.6,384.3,404.5,398.0,376.8,371.6,333.7,322.4,310.5,285.1,274.7,258.4,247.0,241.0
Total_Liabilities,164.1,168.4,154.1,153.2,139.7,144.3,141.1,124.8,121.5,101.7,95.5,87.7,79.8,69.5,61.5,56.4,62.8
