AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,282.3,326.5,459.0,532.8,428.0,463.5,0.8,1.0,1.2,1.4,1.5
Current_Liabilities,84.3,92.1,184.3,220.1,72.9,73.6,6.1,4.1,3.1,0.9,0.0
Diluted_EPS,-0.171,-1.245,-6.112,-0.055,-0.125,-3.153,-0.405,-1.23,-1.112,-0.187,-0.001
Goodwill_Intangibles,70.3,71.7,351.6,1904.8,1910.2,1915.6,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,13.0,15.6,12.9,13.6,12.5,39.4,9.1,8.5,8.1,,
Shares_Diluted,81.8793,79.4464,76.5917,71.2264,57.1644,54.0181,71.2264,25.9215,25.9215,25.9215,25.9215
Total_Assets,413.3,455.5,878.5,2498.1,2384.0,2414.3,208.2,208.4,208.6,208.8,201.5
Total_Liabilities,324.0,359.2,693.2,1889.0,1909.5,1945.9,43.0,42.7,64.2,30.7,7.0
