AAII_QTR_DATA,12/31/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,320.9,479.4,522.7,516.7,486.4,383.2,361.1,312.7,276.7,280.6,285.0,282.8,266.1
Current_Liabilities,260.7,311.5,316.9,340.0,332.6,237.5,235.7,198.5,172.2,160.4,166.2,174.5,161.3
Diluted_EPS,-75.4,-35.002,4.376,8.45,1.097,3.312,8.219,6.888,-0.099,0.01,0.05,-0.006999999999999999,-0.154
Goodwill_Intangibles,23.3,28.7,34.2,36.9,39.6,45.6,48.5,51.2,54.2,57.4,60.6,63.9,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,233.0,301.1,230.4,209.4,279.7,226.8,185.4,170.0,110.4,124.2,133.6,122.7,81.5
Shares_Diluted,1.3682,1.3649,1.3981,1.3837,1.3604,1.3594,1.3577,1.3577,135.764,135.764,135.764,135.764,135.764
Total_Assets,437.2,592.5,642.0,648.0,618.0,524.5,517.8,479.2,447.2,416.7,424.5,428.3,419.0
Total_Liabilities,286.0,340.5,346.0,371.5,363.3,269.1,270.7,238.6,212.6,172.6,180.2,188.6,176.3
