AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,1169.8,1146.1,1109.5,1123.8,1080.9,986.2,982.0,875.9,885.7,618.7,609.5,576.0,575.1,566.9
Current_Liabilities,433.0,470.7,418.5,379.9,272.9,239.8,256.3,258.6,242.8,195.0,195.6,183.8,163.7,163.8
Diluted_EPS,0.705,0.758,-0.195,0.67,-0.723,-0.748,0.406,-0.014,-0.51,0.067,-0.208,0.102,0.012,0.107
Goodwill_Intangibles,58.9,58.0,59.1,33.0,33.0,33.8,34.7,35.3,36.1,36.7,37.8,38.4,39.4,40.1
Inventory,154.3,122.2,108.7,93.3,91.7,89.7,90.0,97.6,81.0,46.9,38.8,40.7,41.0,37.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,285.6,256.4,217.6,232.0,218.8,195.0,226.1,166.4,141.3,147.2,171.9,130.8,112.4,115.8
Shares_Diluted,72.283,72.349,69.347,72.441,65.166,64.036,63.651,63.496,60.346000000000004,60.394,59.37600000000001,60.059,60.0,59.75100000000001
Total_Assets,1932.0,1772.5,1688.2,1645.4,1526.9,1404.9,1381.0,1279.1,1232.9,877.5,845.6,792.3,746.4,739.2
Total_Liabilities,738.4,647.7,640.4,531.5,429.2,394.0,404.8,384.0,363.1,317.9,302.1,284.7,257.4,258.7
