AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,2766.8,2403.3,2761.4,2672.9,2830.3,3076.2,2845.6,2718.3,2890.7,2709.6,2630.8,2218.5,2860.8,2289.8,2264.1,2132.1,2743.3,2623.8
Current_Liabilities,2390.4,2223.0,2311.8,2319.3,2434.5,2132.3,1971.4,1978.4,2065.5,1947.4,1863.0,1983.9,2322.6,1944.2,1945.6,1862.0,2038.7,1900.9
Diluted_EPS,0.131,0.105,0.426,0.199,0.638,0.303,0.233,-0.077,-0.123,-0.169,-0.457,-0.251,0.013,0.052,0.028,-0.096,-0.054,-0.225
Goodwill_Intangibles,2940.0,2905.9,2949.4,2992.4,3004.1,3013.4,3048.1,3064.4,3089.2,3051.3,3058.9,3072.3,3031.7,3024.3,3096.8,3140.0,2906.7,2937.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3211.7,3211.6,3212.2,3215.9,3220.5,3223.0,3225.9,3230.5,3235.7,3239.5,3243.0,2611.1,2620.3,2633.6,2639.7,2649.6,2644.2,2646.5
Revenue,2647.0,2515.1,2612.6,2331.0,2883.7,2332.9,2248.3,1923.8,2273.1,1931.6,1743.6,1895.4,2607.5,2118.8,2121.7,1903.0,2401.9,2076.0
Shares_Diluted,227.1,227.5,228.0,229.1,228.6,227.0,226.3,222.3,221.7,221.1,220.4,219.9,246.4,224.5,224.8,216.6,240.3,184.0
Total_Assets,7949.3,7621.6,7733.8,7756.1,7890.4,7476.3,7256.0,7130.8,7337.9,7128.4,7076.2,6619.4,7163.4,6654.4,6758.9,6707.5,6546.0,6432.4
Total_Liabilities,6288.0,6044.2,6148.2,6218.4,6442.6,6240.5,6089.4,6024.9,6243.2,6082.3,6046.8,5535.2,5862.1,5420.2,5470.9,5377.1,5185.9,5023.3
