AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019,09/30/2019
Current_Assets,765.5,847.9,835.5,759.4,619.1,740.0,687.5,644.5,425.5,331.6,234.1,,
Current_Liabilities,124.9,110.1,115.7,112.5,86.7,93.8,114.4,164.8,165.3,130.8,280.5,,
Diluted_EPS,-0.001,0.571,0.338,1.585,0.501,0.425,0.444,0.687,0.239,0.091,0.208,-0.025,-0.008
Goodwill_Intangibles,568.1,500.3,506.4,512.7,518.9,270.3,274.0,277.9,396.9,401.9,407.1,,
Inventory,54.8,43.2,62.4,60.1,51.4,51.6,56.2,47.8,47.1,33.3,26.6,,
LT_Debt,537.7,522.0,522.8,523.7,524.5,524.6,580.9,582.2,583.5,584.8,405.6,0.0,0.0
Revenue,79.0,204.7,191.3,487.0,244.3,228.4,204.8,366.0,148.2,98.4,185.7,36.0,107.2
Shares_Diluted,131.739,131.626,131.651,193.487,255.287,257.815,258.028,257.9135,96.673,257.6206,257.6206,,
Total_Assets,2315.4,2282.3,2248.9,2171.8,2043.2,1918.3,1894.7,1601.2,1351.8,1270.7,738.1,,
Total_Liabilities,1793.9,1737.1,1745.1,1715.2,1660.7,1602.8,1592.0,1407.3,1239.2,1182.2,702.1,,
