AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,325.1,292.9,290.9,336.0,321.2,306.1,306.2,339.8,334.7,365.0,384.4,388.1,420.6,413.6,447.7,519.2,461.7,484.7
Current_Liabilities,134.9,111.5,113.2,122.5,128.8,114.7,111.4,141.4,134.5,124.8,136.0,139.4,148.7,140.3,156.1,182.8,136.6,131.1
Diluted_EPS,0.186,0.093,0.085,-0.1,0.029,0.09,0.178,0.365,0.129,0.203,0.2739999999999999,0.126,-0.6559999999999999,0.484,0.28,0.411,0.321,0.4529999999999999
Goodwill_Intangibles,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.9,15.9,16.3,16.3,17.3,17.1,17.3,17.4,16.8,16.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,108.8,88.5,99.7,97.3,113.8,96.9,97.8,155.2,123.4,117.6,130.5,107.0,158.8,127.6,140.8,152.2,131.5,118.2
Shares_Diluted,53.7522,53.725,53.7146,53.6997,53.7146,53.7146,53.7146,53.7146,53.7146,53.7146,53.7146,53.7146,53.6843,53.889,54.9107,56.1665,52.8994,65.0474
Total_Assets,437.9,405.0,398.5,437.6,459.5,440.2,433.5,458.3,446.1,480.8,499.4,499.0,539.6,580.2,611.9,676.8,583.2,599.7
Total_Liabilities,207.8,183.8,183.2,190.5,199.0,174.3,165.7,193.1,180.6,210.3,221.6,223.2,236.7,231.2,253.2,271.8,186.0,178.5
