AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,07/01/2022,04/01/2022,12/31/2021,10/01/2021,07/02/2021
Current_Assets,926.2,931.9,925.2,447.0,437.6,423.3,432.6,451.2
Current_Liabilities,760.2,783.1,717.7,385.3,359.6,358.2,342.3,316.7
Diluted_EPS,-0.565,-0.347,-0.571,0.876,0.24,0.632,0.866,1.347
Goodwill_Intangibles,2130.9,2151.8,2097.7,383.9,386.0,388.3,386.1,386.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1292.0,1262.8,1287.0,78.9,108.4,94.2,116.6,164.0
Revenue,943.5,978.2,958.2,498.1,456.5,419.4,459.4,470.8
Shares_Diluted,30.927,30.566,29.83,11.954,11.902,11.854,11.849,11.828
Total_Assets,3209.3,3233.1,3168.5,905.8,899.6,889.5,894.8,896.1
Total_Liabilities,2230.9,2236.0,2180.1,542.4,545.4,539.4,553.0,563.3
