AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,364.8,356.5,344.4,490.5,340.6,341.9,337.4,324.3,331.6,322.6
Current_Liabilities,256.4,257.1,250.5,274.8,290.0,294.8,293.8,274.7,272.8,251.7
Diluted_EPS,-0.051,0.113,-0.196,0.219,0.209,0.353,0.44,0.366,0.498,0.413
Goodwill_Intangibles,697.7,686.9,676.1,671.4,680.3,685.4,669.8,667.0,674.7,681.8
Inventory,193.1,205.4,202.7,203.9,195.9,192.6,182.0,177.2,170.5,170.4
LT_Debt,295.2,294.0,462.4,589.3,428.9,440.8,430.2,444.3,443.9,463.1
Revenue,312.9,309.4,274.1,340.0,371.5,356.5,367.3,332.8,354.6,327.7
Shares_Diluted,49.137,49.441,49.084,49.708,49.7486,49.5737,49.3144,49.1903,49.304,49.2314
Total_Assets,1453.1,1389.6,1361.4,1496.3,1357.9,1354.4,1333.5,1314.1,1226.9,1212.3
Total_Liabilities,840.2,798.7,956.7,1092.6,930.3,948.3,925.1,921.3,840.6,827.5
