AAII_QTR_DATA,09/30/2022,03/31/2022,09/30/2021,03/31/2021,09/30/2020,03/31/2020,09/30/2019,03/31/2019,09/30/2018,03/31/2018,09/30/2017,03/31/2017,12/31/2016
Current_Assets,11.6,5.0,8.2,17.8,9.1,12.3,9.8,10.6,31.1,14.1,14.0,82.2,79.4
Current_Liabilities,41.5,37.1,40.6,25.4,25.1,35.8,35.1,30.9,62.6,19.1,21.0,96.3,107.2
Diluted_EPS,-0.185,0.031,-2.189,-0.102,-2.28,-0.02,-1.867,0.042,-5.111,-1.508,-4.226,-1.944,-1.67
Goodwill_Intangibles,0.7,0.7,0.8,2.0,2.0,2.4,2.6,3.2,3.6,3.7,4.6,10.6,10.2
Inventory,0.3,0.3,0.6,1.8,1.9,3.6,4.0,9.1,11.9,0.1,0.2,78.3,73.6
LT_Debt,0.0,0.0,0.0,19.5,19.5,0.3,0.0,0.0,0.0,8.4,8.9,18.8,0.0
Revenue,0.9,6.6,4.9,1.6,1.2,6.3,1.5,11.7,1.3,0.5,0.1,0.0,0.8
Shares_Diluted,5.7731,5.7731,5.6672,5.5677,5.2563,4.8017,4.8083,4.0584,3.6353,2.4886,2.8083,2.2924,2.2874
Total_Assets,19.3,13.3,16.9,38.3,36.1,38.7,37.0,40.1,62.3,46.0,50.8,144.2,139.6
Total_Liabilities,38.2,33.4,36.8,47.2,47.1,42.1,40.2,35.8,65.9,29.8,33.2,124.2,116.7
