AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,4180.6,4359.1,4644.9,4652.0,4187.5,3954.7,3715.0,3737.9,3574.4,3500.6,3204.4,3451.4,3667.9,3775.7
Current_Liabilities,1761.0,1853.1,2146.0,2138.5,1963.2,1981.5,1676.8,1789.4,1578.6,1662.8,1479.9,1694.6,1755.2,1917.1
Diluted_EPS,0.04,0.037,0.05,0.036,0.041,0.026,0.053,0.048,0.048,0.029,0.05,0.0,0.057,0.002
Goodwill_Intangibles,659.4,653.6,689.8,678.8,650.1,616.6,638.8,652.7,659.6,641.7,637.4,714.2,791.2,832.4
Inventory,843.8,849.0,923.3,826.4,717.6,648.4,584.0,527.5,476.3,439.3,473.4,507.0,523.9,576.7
LT_Debt,119.6,289.2,128.0,123.0,33.7,261.3,176.0,176.1,173.8,423.3,180.1,220.0,242.9,592.2
Revenue,1594.5,1757.9,1681.8,1568.5,1475.6,1522.3,1407.3,1407.5,1297.8,1376.1,1268.6,1347.6,1624.7,1675.1
Shares_Diluted,2966.35,2967.36,2972.4,2983.08,2982.48,2982.74,2981.235,2992.655,2998.32,2997.97,2991.14,2989.025,2991.595,2975.56
Total_Assets,7602.2,7575.4,8002.2,8010.8,7414.3,7130.9,6783.3,6792.8,6555.6,6370.0,6056.3,6656.8,7399.7,7637.8
Total_Liabilities,3031.4,3107.0,3450.1,3477.2,3168.4,3104.7,2924.7,3005.7,2833.6,2854.9,2660.5,2991.7,3279.6,3455.8
