AAII_QTR_DATA,09/30/2021,03/31/2021,09/30/2020,03/31/2020,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
Current_Assets,26.2,19.9,30.1,84.1,88.3,115.4,,,,,,,
Current_Liabilities,347.6,299.5,290.5,234.3,251.3,254.7,,,,,,,
Diluted_EPS,-18.483,-25.292,-97.006,-32.508,-19.292,,,,-0.727,,,,
Goodwill_Intangibles,22.6,24.8,34.4,1.7,1.8,1.7,,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,76.2,86.2,99.4,71.5,63.4,75.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,62.3,91.1,86.0,92.8,49.7,45.8,44.0,43.1,46.6,35.2,29.3,25.9,22.2
Shares_Diluted,2.0923,1.8029,1.7045,1.8985,1.8985,,,,,,,,
Total_Assets,55.9,102.2,126.0,232.4,266.5,301.3,,,,,,,
Total_Liabilities,425.2,434.0,422.7,367.1,388.0,401.7,,,,,,,
