AAII_QTR_DATA,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017
Current_Assets,1063.6,969.7,1046.7,1038.7,1017.4,984.9,1056.8,938.6,858.8
Current_Liabilities,1090.9,1107.0,1094.7,1003.6,915.9,995.1,873.9,800.3,648.2
Diluted_EPS,0.005,0.061,-0.672,-0.015,0.834,0.142,0.715,0.554,0.563
Goodwill_Intangibles,43.6,43.6,43.6,43.6,43.6,43.6,43.6,43.6,44.1
Inventory,43.9,45.9,39.2,42.0,47.5,45.9,54.0,51.2,52.0
LT_Debt,204.2,203.9,173.1,173.2,173.3,0.0,0.0,0.0,0.0
Revenue,1498.0,1377.8,1155.4,1703.0,1578.4,1595.9,1476.2,1536.9,1318.0
Shares_Diluted,141.6707,141.6707,141.6707,141.6707,141.6707,141.6707,141.6707,141.6707,141.6707
Total_Assets,5683.1,5698.8,5648.1,5716.2,5630.8,5485.2,5346.1,5267.1,5057.7
Total_Liabilities,1314.2,1330.6,1288.6,1195.7,1108.2,1014.8,895.9,822.7,671.3
