AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,2.1,8.0,16.7,27.1,35.9,3.9,7.8,10.7,1.5
Current_Liabilities,11.1,6.0,4.1,3.4,1.4,1.6,1.7,1.5,2.3
Diluted_EPS,-22.627,-30.382,-14.256,-20.722,-12.126,-20.42,-15.872,-14.666,-0.329
Goodwill_Intangibles,,,,,0.4,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,0.528,0.5258,0.5228,0.5174,0.5122,0.2448,0.2444,0.2444,7.333
Total_Assets,13.0,19.5,25.9,30.7,39.0,6.4,10.2,12.8,3.2
Total_Liabilities,12.7,7.7,5.9,3.4,1.4,1.6,1.7,1.5,2.3
