AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,11/30/2019
Current_Assets,4.6,8.3,15.7,25.5,67.9,48.9,55.1,46.5,37.9,6.2,2.0,3.2,1.6,0.1
Current_Liabilities,6.7,4.4,3.6,6.7,20.0,7.5,4.2,3.2,2.5,4.0,2.2,1.6,0.6,2.9
Diluted_EPS,-0.434,-0.473,-0.082,0.777,0.626,-0.438,-0.274,0.595,0.018,-0.145,-0.163,-0.125,-0.145,-1.337
Goodwill_Intangibles,5.4,1.8,3.5,3.7,3.8,3.8,3.8,3.9,3.8,3.8,2.0,5.7,5.7,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1.6,1.1,1.4,2.4,0.0,0.0,3.2,3.2,3.2,3.9,0.6,0.9,0.8,0.0
Revenue,5.5,7.7,5.0,20.0,9.9,13.0,7.4,6.9,6.3,1.6,0.5,1.4,1.0,2.9
Shares_Diluted,28.3151,27.8421,27.76,27.3912,25.9184,25.1042,24.9781,22.1615,23.0735,13.3699,13.3579,13.3579,6.7523,2.1745
Total_Assets,70.2,71.0,82.4,93.7,131.6,108.1,100.6,92.4,57.3,21.7,13.4,19.1,18.8,4.6
Total_Liabilities,17.6,7.3,8.6,14.5,24.0,13.3,7.4,6.4,5.8,8.0,2.8,2.5,1.5,2.9
