AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,07/01/2022,04/01/2022,12/31/2021,10/01/2021,07/02/2021,04/02/2021,12/31/2020,10/02/2020,07/03/2020
Current_Assets,833.1,795.0,1008.2,1078.0,2347.7,2303.3,1725.7,1479.0,2078.0,1361.8,1287.5,1228.4
Current_Liabilities,349.5,565.2,853.9,812.8,1450.0,1023.6,975.5,899.4,1558.4,811.7,784.5,758.7
Diluted_EPS,-0.43,-0.712,-1.23,1.41,0.279,-0.035,0.487,0.558,0.381,0.685,0.291,-0.186
Goodwill_Intangibles,3069.0,3094.3,3076.3,3039.5,5077.9,3088.3,5224.3,5077.5,4984.5,4978.0,4880.7,4860.7
Inventory,439.0,426.6,416.9,400.9,852.8,357.4,781.0,663.5,606.2,564.8,536.1,556.7
LT_Debt,285.0,40.0,0.0,0.0,1647.9,2078.6,1611.7,1576.5,1482.0,2204.2,2191.7,2220.9
Revenue,406.2,408.7,383.8,395.1,375.5,399.1,359.9,356.1,311.1,828.1,805.9,620.4
Shares_Diluted,54.3254,54.1862,54.1369,54.5218,54.0251,53.7428,53.0311,51.292,50.0974,48.4833,46.0297,45.585
Total_Assets,4299.6,4273.2,4444.8,4503.7,8483.7,8515.9,7972.3,7559.5,8066.6,7351.5,7154.2,7122.5
Total_Liabilities,856.2,825.2,1038.1,1014.4,3883.6,3898.5,3385.8,3251.6,3820.0,3808.2,3741.8,3770.6
