AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,551.4,558.8,581.6,590.9,588.3,593.3,601.9,265.3,,,,,,
Current_Liabilities,144.9,120.8,147.2,141.4,116.9,109.8,114.0,153.0,,,,,,
Diluted_EPS,-1.258,-0.018,-0.073,-0.094,-0.065,-0.078,-0.707,-0.388,,,,-0.344,,
Goodwill_Intangibles,77.2,375.9,387.4,396.6,408.1,420.0,431.5,438.4,,,,,,
Inventory,61.4,64.4,95.4,94.7,67.9,70.9,49.9,45.0,,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.8,2.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,422.5,359.4,304.1,312.7,345.2,278.1,479.3,214.6,238.0,192.0,177.1,102.5,,153.2
Shares_Diluted,242.4495,243.4456,242.247,243.8642,226.4146,220.4074,220.4074,220.4074,,,,,,
Total_Assets,715.6,998.7,1031.6,1050.6,1063.4,1075.1,1074.6,730.1,,,,,,
Total_Liabilities,165.4,152.2,180.3,176.2,153.4,157.1,168.4,201.9,,,,,,
