AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.1,7.0,7.4,7.9,7.8,4.7
Current_Liabilities,0.0,0.0,0.1,0.1,0.0,0.1,0.1,60.1,62.0,64.8,61.8,59.7
Diluted_EPS,-0.001,-0.002,-0.001,-0.001,0.0,-0.007,0.407,-0.019,-0.017,-0.021,-0.108,-0.02
Goodwill_Intangibles,,,,,,,0.0,8.7,9.1,9.6,9.2,9.1
Inventory,,,,,,,0.0,0.4,0.5,0.5,0.5,0.7
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Shares_Diluted,16.11,16.11,16.11,16.11,16.11,15.9779,61.5895,66.7601,66.7601,66.7601,66.7355,66.7601
Total_Assets,0.0,0.0,0.0,0.0,0.0,0.4,0.5,36.2,38.5,41.2,40.6,43.5
Total_Liabilities,0.0,0.0,0.1,0.1,0.0,0.1,0.1,60.3,62.2,65.0,62.0,59.7
