AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/27/2020,03/28/2020,12/28/2019,09/30/2019,06/29/2019,03/30/2019,12/29/2018,09/30/2018
Current_Assets,948.4,967.0,1009.3,1073.0,918.5,901.8,936.2,833.4,847.2,1341.4,739.2,782.6,752.7,790.6,800.0,633.8
Current_Liabilities,769.7,782.4,780.0,779.3,746.2,766.8,712.2,680.8,666.3,1192.2,631.5,638.2,601.2,598.4,541.0,735.3
Diluted_EPS,0.597,0.761,0.389,2.463,0.432,0.923,0.2,0.456,0.298,0.062,0.306,0.083,-0.127,-0.3670000000000001,0.175,0.11
Goodwill_Intangibles,2781.3,2541.5,2553.8,2570.9,2592.0,2603.9,1861.2,1863.4,1852.4,1854.3,1872.1,1408.1,1428.3,1421.9,1436.0,1382.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1425.1,1265.5,1440.0,1439.5,1478.9,1508.4,987.9,1005.3,1124.7,1134.3,1124.3,669.1,698.9,738.7,778.5,643.3
Revenue,462.5,505.2,457.7,480.7,435.7,461.8,429.1,391.0,351.7,359.6,356.1,335.0,295.5,290.5,334.7,312.5
Shares_Diluted,117.968,117.811,118.598,118.925,118.611,118.331,117.605,117.125,116.229,116.017,115.691,117.988,116.133,118.461,119.63799999999999,119.571
Total_Assets,4605.5,4378.5,4420.6,4507.6,4206.2,4181.2,3448.9,3382.7,3376.2,3866.5,3279.8,2664.6,2648.6,2715.8,2753.0,2329.0
Total_Liabilities,2448.4,2294.5,2466.8,2469.1,2481.3,2530.7,1954.0,1944.5,2048.6,2592.4,2032.0,1462.6,1433.0,1468.1,1431.8,1454.4
