AAII_QTR_DATA,09/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,,11.0,10.7,11.4,10.7,12.5,12.0,16.5,16.9,7.3,7.6,13.0,10.5
Current_Liabilities,,20.1,18.1,18.9,15.5,15.5,13.1,32.8,33.3,15.4,12.7,13.6,12.1
Diluted_EPS,,-0.18,-0.143,-0.235,-0.131,-0.181,1.568,-3.877,-3.714,-6.531000000000001,-4.595,-66.063,-7.08
Goodwill_Intangibles,2128.5,2.5,2.6,2.6,2.6,2.7,2.7,2.8,3.8,0.8,0.8,0.0,16.5
Inventory,,6.9,5.5,6.8,6.0,5.2,5.3,7.4,9.5,2.1,2.4,1.0,3.7
LT_Debt,0.0,3.3,3.3,1.9,2.6,2.8,3.3,0.1,2.7,2.7,2.8,2.9,3.0
Revenue,3.6,19.3,18.0,19.5,16.9,17.7,13.9,13.2,7.1,4.9,5.2,11.6,5.4
Shares_Diluted,,11.721,11.572,11.225,11.013,10.9023,6.5943,2.1718,0.8949,0.8596,0.7963,0.4128,0.527
Total_Assets,4462.4,26.9,25.3,24.7,23.6,24.7,24.0,27.8,29.6,13.2,13.9,13.7,28.7
Total_Liabilities,1070.9,32.5,29.6,27.5,24.7,24.3,22.2,37.9,41.1,21.5,19.0,16.4,15.1
