AAII_QTR_DATA,04/02/2023,01/01/2023,10/02/2022,07/03/2022,04/03/2022,01/02/2022,10/03/2021,07/04/2021,04/04/2021,01/03/2021,09/27/2020,06/28/2020,03/29/2020,12/29/2019,03/31/2019
Current_Assets,781.0,791.0,769.0,606.9,604.0,533.1,562.3,631.3,484.3,547.2,639.1,462.9,535.3,,
Current_Liabilities,602.1,576.2,569.1,544.7,453.0,421.0,385.9,315.0,301.0,308.1,390.1,394.4,425.5,,
Diluted_EPS,0.382,-1.836,-1.091,-2.152,-1.454,-1.813,-1.617,-1.993,-1.137,0.112,-2.736,-2.191,-1.493,-8.61,-3.366
Goodwill_Intangibles,0.3,0.3,0.2,0.3,0.3,0.4,0.3,0.3,0.4,0.5,0.5,1.8,3.2,,
Inventory,316.4,303.2,300.9,282.4,262.8,212.8,220.4,211.7,199.1,169.2,179.1,187.0,208.1,,
LT_Debt,381.9,380.3,378.7,191.4,188.8,146.0,143.3,140.8,138.4,136.0,133.6,1.2,1.3,0.0,0.0
Revenue,318.3,323.5,275.4,238.1,223.1,221.5,220.5,175.9,165.4,245.6,206.6,165.0,227.6,1198.3,229.1
Shares_Diluted,53.07,41.226,40.951,40.853,40.65,40.442,40.42,38.639,34.123,30.963,24.767,21.2607,21.2607,,
Total_Assets,1267.5,1260.4,1256.5,1081.1,1099.8,1056.5,1072.3,1069.3,927.7,980.3,1100.5,795.6,893.7,,
Total_Liabilities,1199.2,1218.0,1131.7,918.0,850.9,707.1,650.1,583.5,534.9,547.7,621.9,493.6,525.7,,
