AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,9.0,10.9,11.6,14.5,13.4,14.1,10.0,14.9,13.9,11.0
Current_Liabilities,486.0,127.6,45.7,44.6,46.7,171.5,182.0,189.0,10.8,13.3
Diluted_EPS,-1.346,-1.278,-1.177,-2.175,-2.057,4.54,-0.423,-0.613,0.391,-0.5870000000000001
Goodwill_Intangibles,131.8,135.2,138.5,141.9,145.2,148.6,152.0,155.3,158.7,162.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,347.2,414.1,402.1,391.1,262.1,0.0,0.0,178.6,182.3
Revenue,12.0,12.5,11.7,20.8,16.4,20.9,21.9,17.5,29.9,18.2
Shares_Diluted,22.4218,19.2646,19.2206,19.0064,23.2539,21.1411,17.6846,16.1739,15.7131,15.3985
Total_Assets,353.4,366.3,375.3,383.8,414.4,458.7,464.4,477.6,486.7,492.3
Total_Liabilities,507.0,489.9,474.6,460.7,450.2,447.0,194.6,202.0,201.4,212.8
