AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,159.0,175.0,175.0,183.3,222.0,224.1,101.8,93.4,49.8,64.7,70.0,62.9
Current_Liabilities,80.9,73.5,64.3,59.0,66.8,58.7,72.3,23.4,25.0,26.3,28.2,30.0
Diluted_EPS,-0.413,-0.074,0.024,0.009,-0.056,-0.097,0.097,0.009,-0.002,0.099,-0.17800000000000002,-0.018000000000000002
Goodwill_Intangibles,113.6,146.1,143.9,110.2,42.0,41.6,41.3,,,,,
Inventory,76.6,79.6,68.7,53.9,48.6,46.9,46.6,15.3,13.1,19.9,20.4,20.3
LT_Debt,54.0,56.1,57.1,59.8,54.6,55.9,53.9,27.8,28.4,36.1,37.1,41.2
Revenue,82.9,70.2,72.8,72.4,70.4,52.4,47.4,43.0,47.6,41.1,42.4,48.0
Shares_Diluted,88.567,88.376,86.631,86.91,81.071,76.022,72.626,60.44,56.339,54.175,51.7229,48.845
Total_Assets,534.3,575.8,566.9,522.7,487.4,482.6,354.0,243.8,197.9,248.0,234.9,235.9
Total_Liabilities,169.8,169.2,158.5,139.7,143.8,135.7,148.7,57.3,59.2,70.7,72.9,73.1
