AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,353.1,482.3,369.1,543.5,666.2,807.1,941.8,1044.8,242.7,,,,
Current_Liabilities,318.6,341.9,236.9,280.3,240.1,243.4,187.0,180.5,315.7,,,,
Diluted_EPS,-0.128,-0.211,-0.182,-0.122,-0.148,-0.135,-0.07,-0.111,-0.055,-0.063,-0.018,-0.008,-0.014
Goodwill_Intangibles,128.3,127.7,119.7,129.6,142.2,145.9,151.6,154.8,148.7,,,,
Inventory,108.2,114.5,89.3,104.4,98.9,95.7,78.0,57.1,45.4,,,,
LT_Debt,90.9,85.0,120.0,125.1,128.7,126.5,112.3,70.1,143.6,0.0,0.0,0.0,0.0
Revenue,195.6,195.1,183.0,178.0,166.2,185.9,171.1,146.2,140.1,127.1,114.7,95.3,84.2
Shares_Diluted,592.3199,592.2372,592.1636,591.9457,591.777,592.2452,591.777,530.773,591.8352,,,,
Total_Assets,1148.6,1225.2,1248.0,1443.0,1529.3,1628.9,1650.4,1656.4,753.7,,,,
Total_Liabilities,417.6,434.1,368.8,421.1,384.4,383.6,310.3,261.5,470.4,,,,
