AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
Current_Assets,756.3,761.7,664.7,580.6,426.5,258.3,,,
Current_Liabilities,357.7,370.3,301.0,228.5,168.9,159.1,,,
Diluted_EPS,0.243,0.612,-0.314,1.072,1.377,1.708,1.678,1.811,1.82
Goodwill_Intangibles,24.0,24.3,24.6,25.0,34.7,33.9,,,
Inventory,157.6,143.4,122.8,130.3,122.4,119.1,,,
LT_Debt,1628.0,1629.4,1630.7,1632.1,1600.7,0.0,0.0,0.0,0.0
Revenue,277.1,275.7,274.6,291.1,274.5,289.3,300.5,295.0,285.3
Shares_Diluted,57.513,57.484,54.699,58.207,57.7978,57.8576,,,
Total_Assets,1210.0,1196.9,1086.4,1049.8,833.5,739.9,,,
Total_Liabilities,2032.6,2033.0,1977.8,1897.4,1801.0,189.4,,,
