AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,309.0,320.1,283.4,301.7,85.6,,,,,
Current_Liabilities,78.8,71.2,71.7,50.1,51.0,,,,,
Diluted_EPS,-0.149,-0.103,-0.233,-0.192,-0.154,-0.126,-0.177,-0.095,-0.07200000000000001,-0.068
Goodwill_Intangibles,42.7,43.2,42.7,26.0,23.5,,,,,
Inventory,47.8,54.7,48.7,22.4,13.0,,,,,
LT_Debt,83.5,75.7,77.2,9.3,21.1,0.0,0.0,0.0,0.0,0.0
Revenue,110.7,92.4,43.7,32.0,39.7,31.8,23.5,28.2,31.0,31.6
Shares_Diluted,185.53,160.711,181.3878,178.0587,178.0587,,,,,
Total_Assets,555.3,569.0,534.9,426.7,198.3,,,,,
Total_Liabilities,286.3,275.5,283.5,136.8,113.6,,,,,
