AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,5207.1,5749.2,6345.9,6948.1,7613.9,4432.8,4799.0,5141.0,4960.7,4965.7,3392.4,3595.2,1172.7,1435.6,1755.7,1796.7,1943.8,2180.2
Current_Liabilities,1468.5,1411.3,1398.4,1376.3,1599.6,1304.4,1242.3,1112.5,1075.2,645.7,551.2,451.8,310.3,265.7,271.7,238.8,246.5,188.4
Diluted_EPS,-4.292,-5.388,-9.699,-4.238,-6.214,-4.723,-4.643,0.687,-5.201,-4.811,-4.314,-4.703,-6.394,-5.113,-1.431,-2.813,-4.513999999999999,-2.531
Goodwill_Intangibles,40.7,41.0,43.4,45.9,46.8,14.2,12.1,4.9,5.1,5.3,5.5,5.7,6.0,6.3,6.6,7.0,52.3,19.0
Inventory,282.3,290.9,262.2,245.6,242.6,151.0,117.6,73.0,89.3,35.5,33.2,28.8,28.6,37.5,49.0,13.1,16.2,19.7
LT_Debt,209.1,208.1,185.2,201.6,202.1,200.9,194.9,193.0,183.6,151.6,291.7,239.2,240.7,255.0,238.8,232.7,189.7,187.2
Revenue,380.1,387.6,648.2,306.6,214.0,206.4,755.9,605.9,100.1,91.1,65.6,52.1,56.9,50.1,243.3,77.8,58.7,54.2
Shares_Diluted,103.7683,103.4849,103.2031,102.4629,95.0513,92.767,92.3986,96.73,90.9004,88.3825,77.71,77.3344,60.6915,60.114,59.8084,59.5962,59.4283,56.9069
Total_Assets,6379.3,6726.0,7378.2,8021.4,8535.5,5286.3,5524.1,5821.0,5600.8,5566.4,3903.3,4067.2,1612.3,1881.1,2150.3,2172.2,2249.7,2408.6
Total_Liabilities,1995.9,2070.8,2075.7,2135.9,2403.0,1929.3,1917.3,1817.4,1731.5,1278.9,1367.0,1255.0,650.1,602.6,596.4,563.5,510.5,438.2
