AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,3503.8,2982.4,2878.2,2775.8,2707.5,2416.0,2696.9,2783.9,3390.8,1737.8,,,,
Current_Liabilities,182.3,135.9,171.3,255.1,284.0,256.0,307.9,270.0,451.0,434.0,,,,
Diluted_EPS,0.698,0.119,0.018,0.238,1.077,0.177,0.429,0.785,0.095,0.0,2.386,0.687,0.255,0.617
Goodwill_Intangibles,0.0,0.0,5.7,11.5,17.3,23.0,28.7,34.5,40.3,46.0,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,7106.2,7101.1,7096.1,7090.7,5825.6,5821.1,5816.6,5812.0,5729.6,5775.0,0.0,0.0,0.0,0.0
Revenue,536.0,562.0,575.7,585.8,555.0,573.0,572.1,538.4,510.9,500.9,457.5,464.3,457.6,434.9
Shares_Diluted,607.214,607.201,431.417,607.174,607.163,607.148,398.552,370.002,353.98,595.383,,,,
Total_Assets,17740.4,17378.9,17515.9,17732.4,16514.9,15914.1,16020.3,15990.7,15685.6,13371.6,,,,
Total_Liabilities,11713.2,11601.3,11739.3,11939.3,10781.2,11031.9,11201.5,11538.9,11528.4,8211.7,,,,
