AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1460.5,1134.3,1012.0,954.9,985.6,960.9,869.2,855.7,782.4,820.4
Current_Liabilities,1266.0,999.7,1030.8,1026.6,1017.2,872.7,879.8,950.7,898.9,920.3
Diluted_EPS,0.784,1.407,0.215,0.632,1.165,1.254,0.616,0.659,1.073,0.022000000000000002
Goodwill_Intangibles,2290.9,2285.4,2288.5,2306.2,2141.3,2133.8,2164.3,2188.9,2199.2,2226.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1158.7,1256.0,1262.0,1268.0,1140.2,1388.4,1113.1,1082.7,1082.4,1191.5
Revenue,873.5,796.3,729.9,783.7,800.2,780.7,763.3,722.0,729.6,717.6
Shares_Diluted,65.358,64.874,64.457,64.339,64.195,66.213,66.763,66.847,66.59,66.506
Total_Assets,4178.5,3839.2,3722.8,3681.2,3544.4,3500.5,3442.5,3435.6,3186.5,3250.6
Total_Liabilities,2699.3,2513.9,2555.4,2573.7,2454.4,2553.7,2278.8,2326.9,2141.4,2276.8
