AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,66.3,63.1,74.4,76.7,78.2,70.6,75.2,80.3,77.2,83.4,86.4,79.0,77.0,68.5,73.0,71.4,76.3,71.1,69.9,65.2
Current_Liabilities,25.6,18.5,26.8,23.3,24.4,16.5,20.6,22.1,23.4,32.7,37.1,27.8,25.8,11.2,14.9,14.3,18.2,14.6,15.4,14.3
Diluted_EPS,-0.409,0.309,0.177,0.52,0.414,0.295,0.513,0.469,0.303,0.567,0.349,0.273,-0.612,0.069,0.0139999999999999,-0.0279999999999999,0.27,0.312,0.3670000000000001,0.414
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,39.3,36.0,40.0,32.5,36.8,31.8,31.7,27.0,29.1,34.5,35.2,28.0,26.1,22.7,24.8,26.0,27.0,23.5,25.0,23.6
LT_Debt,9.3,9.4,9.4,9.5,9.6,9.6,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,32.7,42.3,43.1,52.5,42.4,37.7,38.3,44.4,46.3,48.1,39.7,35.1,25.5,29.1,29.2,30.3,35.5,36.0,36.5,39.2
Shares_Diluted,5.8161,5.8731,5.9434,5.9712,6.0414,6.2565,6.3513,6.3149,6.3268,6.4053,6.471,6.5799,6.5648,6.8859,6.9852,6.8639,7.3946,6.9992,6.9649,6.9619
Total_Assets,143.9,140.6,149.6,146.0,135.5,127.4,132.2,120.3,118.5,125.5,128.6,120.2,118.4,109.5,115.2,93.5,98.5,92.8,90.1,85.2
Total_Liabilities,57.3,51.0,59.7,57.5,50.4,43.0,47.7,40.2,42.4,53.0,57.4,48.8,47.6,33.4,37.8,17.4,21.4,17.7,18.2,17.0
