AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,30701.3,27434.7,24866.0,20716.0,22805.7,22264.8,20915.7,19790.7,21649.6,13055.8,12671.3,10821.7,11448.8,9542.7,8038.6,7144.1,6092.2,5164.9
Current_Liabilities,16566.7,12108.3,12148.3,10987.2,13284.3,12230.9,11348.9,11216.3,12145.3,9422.3,8200.4,7200.6,7177.8,5146.6,4543.5,3752.0,3674.1,2450.0
Diluted_EPS,0.917,1.039,0.882,0.259,0.658,0.163,0.239,-0.331,-0.164,-0.095,-0.111,-0.525,-0.236,-0.31,-0.138,-0.25,-0.327,-0.18
Goodwill_Intangibles,19.0,42.2,61.8,78.9,99.4,122.0,142.4,165.8,184.9,215.3,252.6,276.4,312.8,338.1,356.8,363.4,389.0,413.5
Inventory,,,,,2.0,,,,248.8,,,,,,,0.0,0.0,0.0
LT_Debt,223.3,2232.2,2108.2,1992.3,1670.8,1656.1,1607.5,1630.2,2089.7,797.1,825.1,804.0,816.6,796.4,0.0,0.0,0.0,0.0
Revenue,5643.7,5032.0,4455.9,3372.3,3859.4,3048.0,3266.3,3141.7,3843.8,2057.4,1805.3,968.5,1692.6,1164.2,1142.2,693.7,852.8,508.7
Shares_Diluted,1461.202,1444.041,1429.237,1422.024,1426.815,1425.997,1429.851,1245.883,1213.807,1196.569,1195.311,1162.528,1165.354,1167.504,1140.057,1144.944,1118.008,919.5127
Total_Assets,33607.0,29636.9,27212.1,23912.5,25682.9,23602.1,22214.7,21744.2,23008.4,14393.7,13458.8,11278.7,11928.1,10005.4,8517.3,7598.5,6513.2,5581.3
Total_Liabilities,16915.3,14453.4,14327.5,13048.5,15036.9,13949.2,13016.7,12906.2,14295.5,10281.1,9091.9,8064.5,8062.7,5983.7,4583.5,3778.3,3674.1,2450.0
