AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,296.0,268.2,332.4,198.3,191.6,181.8,,,
Current_Liabilities,198.4,205.9,190.7,202.0,189.0,274.8,,,
Diluted_EPS,0.065,-0.175,0.161,-0.08,-0.112,-0.331,-0.502,-0.488,-0.07400000000000001
Goodwill_Intangibles,68.1,68.8,69.5,70.4,71.2,71.5,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2101.9,2165.8,2215.5,2379.7,2383.6,2390.9,0.0,0.0,0.0
Revenue,256.8,190.1,197.4,198.6,163.7,96.3,70.2,73.7,20.3
Shares_Diluted,229.1199,228.7849,228.7849,228.759,228.7138,228.5664,,,
Total_Assets,3035.0,3088.3,3161.5,3320.6,3330.4,3370.7,,,
Total_Liabilities,2405.4,2475.2,2513.3,2694.9,2687.4,2702.4,,,
