AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019,09/30/2019
Current_Assets,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,,
Current_Liabilities,1.5,0.9,0.5,0.3,0.0,0.0,0.3,0.2,,
Diluted_EPS,-0.004,-0.029,-0.028,-0.055,-0.106,-0.045,-0.012,-0.009,-0.001,0.0
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,6.05,6.05,6.0562,6.05,2.0677,1.9596,6.05,5.29,,
Total_Assets,47.3,46.8,46.5,46.5,46.6,46.8,0.2,0.2,,
Total_Liabilities,3.1,2.5,2.0,1.8,1.6,1.6,0.3,0.2,,
