AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,3583.5,3468.8,3934.6,3001.5,2839.7,2645.6,2620.7,2919.0,3116.1,3232.4,3753.6,2638.1,2802.4,3152.0,3022.9,3137.1,3094.5,3110.2,3015.4
Current_Liabilities,2707.3,2325.1,2480.4,2406.2,2250.8,1842.0,1807.2,1600.6,1635.8,1353.4,1427.2,1299.6,1206.6,1047.8,848.9,831.9,871.1,753.1,574.8
Diluted_EPS,0.282,0.364,0.334,0.316,0.159,0.309,0.203,0.221,0.093,0.224,0.222,0.2739999999999999,0.071,0.466,0.259,0.271,0.132,0.237,0.197
Goodwill_Intangibles,1408.0,1376.8,1365.9,1376.5,1364.1,1362.4,1329.0,1304.2,1306.4,1251.6,1214.8,1201.6,1083.2,1066.2,1022.7,1012.5,986.8,917.6,913.9
Inventory,4.1,5.7,9.2,4.1,8.4,11.8,7.1,5.6,7.5,7.7,7.2,9.5,8.3,6.9,5.6,5.5,4.7,6.4,5.5
LT_Debt,959.5,962.2,990.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,1273.2,1399.1,1267.8,1226.9,1120.2,1306.4,1047.5,1038.2,937.2,1195.5,961.2,947.9,579.8,1073.7,815.9,849.8,698.1,824.3,620.2
Shares_Diluted,840.4914,841.4569,821.0771,809.7331,808.691,808.3218,816.3424,827.0153,828.5045,833.2556,784.873,783.8947,782.5539,782.3813,782.3894,786.3857,786.2123,788.3524,788.1448
Total_Assets,11437.1,11129.1,10997.3,9709.4,9261.7,8896.7,8597.7,8683.5,8703.6,8572.3,8528.6,7177.9,6877.8,7197.0,6582.1,6350.5,6125.6,5812.3,5462.5
Total_Liabilities,3845.4,3471.7,3639.4,2577.7,2399.7,2003.4,1947.7,1730.4,1767.0,1480.6,1541.0,1421.2,1332.0,1190.0,959.1,943.0,1003.0,800.5,615.4
