AAII_QTR_DATA,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,7.7,5.2,5.7,5.6,5.1,4.0,6.2,8.9
Diluted_EPS,-0.027,-0.011,-0.013,-0.008,-0.022,0.124,-0.028,-0.026
Goodwill_Intangibles,1.2,1.3,1.3,1.3,1.4,1.4,2.9,3.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2.7,2.0,2.0,2.2,2.2,2.1,24.5,24.2
Revenue,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Shares_Diluted,237.5694,218.1156,187.592,181.7185,154.458,208.2547,146.2112,145.456
Total_Assets,1.4,2.4,1.4,1.4,1.4,1.4,2.9,3.2
Total_Liabilities,11.6,7.2,7.7,7.8,7.3,6.1,35.8,33.1
