AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1093.5,1187.4,1213.7,1332.5,1309.6,1304.7,1277.5,1281.8,1248.7,1222.1,1247.6
Current_Liabilities,345.2,406.3,432.8,529.1,514.8,453.2,463.1,492.4,495.5,456.3,496.9
Diluted_EPS,0.09,-0.067,-0.109,-0.022,-0.083,0.088,0.092,0.054,-0.01,0.067,0.06
Goodwill_Intangibles,7.5,7.8,7.5,7.4,7.3,7.0,6.7,7.0,7.2,7.0,6.3
Inventory,,12.7,,,,4.1,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,137.2,189.5,216.7,261.2,257.3,301.0,314.9,303.6,252.7,297.8,276.6
Shares_Diluted,389.613,392.2102,383.563,383.066,382.141,395.4452,396.319,396.632,391.379,395.9153,396.35400000000004
Total_Assets,1365.9,1395.1,1433.2,1555.8,1549.3,1522.4,1513.6,1532.0,1515.1,1462.8,1474.4
Total_Liabilities,353.2,417.0,446.0,545.3,534.4,458.9,470.1,501.0,504.7,456.3,496.9
